,appid,average_playtime,median_playtime,standard_deviation
12310,564420,0.0,0.0,0.0
12311,564450,0.0,0.0,0.0
12312,564470,0.0,0.0,0.0
12313,564480,0.0,0.0,0.0
12314,564520,0.0,0.0,0.0
12315,564530,7.0,7.0,0.0
12316,564700,0.0,0.0,0.0
12317,564710,751.0,619.0,0.0
12318,564720,0.0,0.0,0.0
12319,564750,120.0,120.0,0.0
12320,564810,0.0,0.0,0.0
12321,564900,0.0,0.0,0.0
12322,564920,0.0,0.0,0.0
12323,564940,0.0,0.0,0.0
12324,564950,0.0,0.0,0.0
12325,564960,0.0,0.0,0.0
12326,564980,0.0,0.0,0.0
12327,564990,279.0,279.0,0.0
12328,565020,0.0,0.0,0.0
12329,565030,10.0,10.0,0.0
12330,565110,0.0,0.0,0.0
12331,565120,0.0,0.0,0.0
12332,565140,0.0,0.0,0.0
12333,565170,20.0,20.0,0.0
12334,565190,0.0,0.0,0.0
12335,565200,0.0,0.0,0.0
12336,565330,0.0,0.0,0.0
12337,565380,0.0,0.0,0.0
12338,565390,0.0,0.0,0.0
12339,565490,0.0,0.0,0.0
12340,565540,0.0,0.0,0.0
12341,565550,0.0,0.0,0.0
12342,565600,0.0,0.0,0.0
12343,565640,0.0,0.0,0.0
12344,565650,0.0,0.0,0.0
12345,565660,0.0,0.0,0.0
12346,565670,0.0,0.0,0.0
12347,565690,0.0,0.0,0.0
12348,565720,206.0,206.0,0.0
12349,565730,24.0,24.0,0.0
12350,565860,216.0,218.0,0.0
12351,565910,0.0,0.0,0.0
12352,565980,0.0,0.0,0.0
12353,566050,0.0,0.0,0.0
12354,566060,148.0,204.0,0.0
12355,566090,2834.0,2834.0,0.0
12356,566130,0.0,0.0,0.0
12357,566140,0.0,0.0,0.0
12358,566150,0.0,0.0,0.0
12359,566160,166.0,166.0,0.0
12360,566170,0.0,0.0,0.0
12361,566180,0.0,0.0,0.0
12362,566190,168.0,168.0,0.0
12363,566200,0.0,0.0,0.0
12364,566220,435.0,461.0,0.0
12365,566270,0.0,0.0,0.0
12366,566320,0.0,0.0,0.0
12367,566350,0.0,0.0,0.0
12368,566380,0.0,0.0,0.0
12369,566410,0.0,0.0,0.0
12370,566420,0.0,0.0,0.0
12371,566430,249.0,249.0,0.0
12372,566530,0.0,0.0,0.0
12373,566540,0.0,0.0,0.0
12374,566550,0.0,0.0,0.0
12375,566560,0.0,0.0,0.0
12376,566570,0.0,0.0,0.0
12377,566580,0.0,0.0,0.0
12378,566640,0.0,0.0,0.0
12379,566670,229.0,230.0,0.0
12380,566690,0.0,0.0,0.0
12381,566700,0.0,0.0,0.0
12382,566730,0.0,0.0,0.0
12383,566750,0.0,0.0,0.0
12384,566780,0.0,0.0,0.0
12385,566800,0.0,0.0,0.0
12386,566810,0.0,0.0,0.0
12387,566860,0.0,0.0,0.0
12388,566870,0.0,0.0,0.0
12389,566880,0.0,0.0,0.0
12390,566900,0.0,0.0,0.0
12391,566910,0.0,0.0,0.0
12392,566930,0.0,0.0,0.0
12393,566940,0.0,0.0,0.0
12394,566970,0.0,0.0,0.0
12395,566980,0.0,0.0,0.0
12396,566990,491.0,547.0,0.0
12397,567000,471.0,480.0,0.0
12398,567010,0.0,0.0,0.0
12399,567020,0.0,0.0,0.0
12400,567030,0.0,0.0,0.0
12401,567040,0.0,0.0,0.0
12402,567060,84.0,139.0,0.0
12403,567080,0.0,0.0,0.0
12404,567130,0.0,0.0,0.0
12405,567140,258.0,258.0,0.0
12406,567150,0.0,0.0,0.0
12407,567160,0.0,0.0,0.0
12408,567170,256.0,295.0,0.0
12409,567200,0.0,0.0,0.0
12410,567210,182.0,211.0,0.0
12411,567220,0.0,0.0,0.0
12412,567240,0.0,0.0,0.0
12413,567250,206.0,214.0,0.0
12414,567260,0.0,0.0,0.0
12415,567270,0.0,0.0,0.0
12416,567280,1449.0,2704.0,0.0
12417,567290,482.0,269.0,0.0
12418,567320,0.0,0.0,0.0
12419,567340,0.0,0.0,0.0
12420,567370,0.0,0.0,0.0
12421,567380,0.0,0.0,0.0
12422,567430,0.0,0.0,0.0
12423,567480,0.0,0.0,0.0
12424,567580,139.0,167.0,0.0
12425,567600,274.0,274.0,0.0
12426,567620,0.0,0.0,0.0
12427,567640,2832.0,3642.0,0.0
12428,567660,0.0,0.0,0.0
12429,567670,0.0,0.0,0.0
12430,567680,220.0,230.0,0.0
12431,567730,0.0,0.0,0.0
12432,567750,260.0,299.0,0.0
12433,567780,225.0,225.0,0.0
12434,567800,0.0,0.0,0.0
12435,567840,0.0,0.0,0.0
12436,567860,0.0,0.0,0.0
12437,567890,0.0,0.0,0.0
12438,567980,0.0,0.0,0.0
12439,568020,0.0,0.0,0.0
12440,568030,0.0,0.0,0.0
12441,568040,0.0,0.0,0.0
12442,568060,0.0,0.0,0.0
12443,568090,148.0,191.0,0.0
12444,568130,0.0,0.0,0.0
12445,568160,0.0,0.0,0.0
12446,568200,0.0,0.0,0.0
12447,568220,1108.0,1120.0,0.0
12448,568240,0.0,0.0,0.0
12449,568250,0.0,0.0,0.0
12450,568300,0.0,0.0,0.0
12451,568310,0.0,0.0,0.0
12452,568320,6345.0,6345.0,0.0
12453,568330,0.0,0.0,0.0
12454,568340,0.0,0.0,0.0
12455,568370,0.0,0.0,0.0
12456,568400,0.0,0.0,0.0
12457,568440,0.0,0.0,0.0
12458,568450,230.0,262.0,0.0
12459,568460,0.0,0.0,0.0
12460,568470,0.0,0.0,0.0
12461,568490,0.0,0.0,0.0
12462,568500,0.0,0.0,0.0
12463,568570,1454.0,1839.0,0.0
12464,568610,0.0,0.0,0.0
12465,568670,0.0,0.0,0.0
12466,568690,0.0,0.0,0.0
12467,568720,0.0,0.0,0.0
12468,568750,0.0,0.0,0.0
12469,568770,1624.0,1624.0,0.0
12470,568780,366.0,366.0,0.0
12471,568800,0.0,0.0,0.0
12472,568830,0.0,0.0,0.0
12473,568840,0.0,0.0,0.0
12474,568860,0.0,0.0,0.0
12475,568910,0.0,0.0,0.0
12476,568920,0.0,0.0,0.0
12477,568930,0.0,0.0,0.0
12478,569010,0.0,0.0,0.0
12479,569050,0.0,0.0,0.0
12480,569130,0.0,0.0,0.0
12481,569140,0.0,0.0,0.0
12482,569150,0.0,0.0,0.0
12483,569200,0.0,0.0,0.0
12484,569210,252.0,257.0,0.0
12485,569220,0.0,0.0,0.0
12486,569270,0.0,0.0,0.0
12487,569290,0.0,0.0,0.0
12488,569340,0.0,0.0,0.0
12489,569350,0.0,0.0,0.0
12490,569360,0.0,0.0,0.0
12491,569370,0.0,0.0,0.0
12492,569380,0.0,0.0,0.0
12493,569390,0.0,0.0,0.0
12494,569420,0.0,0.0,0.0
12495,569430,0.0,0.0,0.0
12496,569480,466.0,523.0,0.0
12497,569490,214.0,214.0,0.0
12498,569500,0.0,0.0,0.0
12499,569520,0.0,0.0,0.0
12500,569530,0.0,0.0,0.0
12501,569570,0.0,0.0,0.0
12502,569610,280.0,280.0,0.0
12503,569630,0.0,0.0,0.0
12504,569640,0.0,0.0,0.0
12505,569720,10.0,10.0,0.0
12506,569760,245.0,271.0,0.0
12507,569770,0.0,0.0,0.0
12508,569800,0.0,0.0,0.0
12509,569810,0.0,0.0,0.0
12510,569840,259.0,285.0,0.0
12511,569860,778.0,965.0,0.0
12512,569870,0.0,0.0,0.0
12513,569940,0.0,0.0,0.0
12514,570000,0.0,0.0,0.0
12515,570050,0.0,0.0,0.0
12516,570060,0.0,0.0,0.0
12517,570090,0.0,0.0,0.0
12518,570150,0.0,0.0,0.0
12519,570230,0.0,0.0,0.0
12520,570340,0.0,0.0,0.0
12521,570350,220.0,220.0,0.0
12522,570420,0.0,0.0,0.0
12523,570460,45.0,45.0,0.0
12524,570470,0.0,0.0,0.0
12525,570490,0.0,0.0,0.0
12526,570500,287.0,287.0,0.0
12527,570540,0.0,0.0,0.0
12528,570580,0.0,0.0,0.0
12529,570590,0.0,0.0,0.0
12530,570600,0.0,0.0,0.0
12531,570680,0.0,0.0,0.0
12532,570690,0.0,0.0,0.0
12533,570710,0.0,0.0,0.0
12534,570770,607.0,880.0,0.0
12535,570780,2938.0,2374.0,0.0
12536,570790,0.0,0.0,0.0
12537,570810,0.0,0.0,0.0
12538,570840,351.0,351.0,0.0
12539,570850,0.0,0.0,0.0
12540,570860,0.0,0.0,0.0
12541,570890,1.0,1.0,0.0
12542,570910,0.0,0.0,0.0
12543,570940,1160.0,1417.0,0.0
12544,570970,0.0,0.0,0.0
12545,570980,15.0,15.0,0.0
12546,571020,211.0,211.0,0.0
12547,571050,0.0,0.0,0.0
12548,571060,0.0,0.0,0.0
12549,571080,0.0,0.0,0.0
12550,571230,0.0,0.0,0.0
12551,571260,381.0,429.0,0.0
12552,571310,1726.0,1726.0,0.0
12553,571330,0.0,0.0,0.0
12554,571340,0.0,0.0,0.0
12555,571350,0.0,0.0,0.0
12556,571430,0.0,0.0,0.0
12557,571500,0.0,0.0,0.0
12558,571520,0.0,0.0,0.0
12559,571530,0.0,0.0,0.0
12560,571550,0.0,0.0,0.0
12561,571630,0.0,0.0,0.0
12562,571660,0.0,0.0,0.0
12563,571680,0.0,0.0,0.0
12564,571720,0.0,0.0,0.0
12565,571740,815.0,731.0,0.0
12566,571860,0.0,0.0,0.0
12567,571870,814.0,814.0,0.0
12568,571880,880.0,880.0,0.0
12569,571910,183.0,183.0,0.0
12570,572000,0.0,0.0,0.0
12571,572010,333.0,359.0,0.0
12572,572020,0.0,0.0,0.0
12573,572040,0.0,0.0,0.0
12574,572050,0.0,0.0,0.0
12575,572130,0.0,0.0,0.0
12576,572160,0.0,0.0,0.0
12577,572170,0.0,0.0,0.0
12578,572180,0.0,0.0,0.0
12579,572220,0.0,0.0,0.0
12580,572240,0.0,0.0,0.0
12581,572290,0.0,0.0,0.0
12582,572300,0.0,0.0,0.0
12583,572330,0.0,0.0,0.0
12584,572410,1545.0,2209.0,0.0
12585,572430,0.0,0.0,0.0
12586,572480,0.0,0.0,0.0
12587,572520,387.0,393.0,0.0
12588,572540,0.0,0.0,0.0
12589,572570,0.0,0.0,0.0
12590,572580,0.0,0.0,0.0
12591,572630,0.0,0.0,0.0
12592,572640,0.0,0.0,0.0
12593,572660,0.0,0.0,0.0
12594,572700,0.0,0.0,0.0
12595,572710,0.0,0.0,0.0
12596,572720,0.0,0.0,0.0
12597,572730,0.0,0.0,0.0
12598,572740,0.0,0.0,0.0
12599,572760,0.0,0.0,0.0
12600,572890,217.0,217.0,0.0
12601,572980,0.0,0.0,0.0
12602,573040,259.0,259.0,0.0
12603,573050,0.0,0.0,0.0
12604,573060,0.0,0.0,0.0
12605,573070,0.0,0.0,0.0
12606,573080,0.0,0.0,0.0
12607,573090,0.0,0.0,0.0
12608,573100,352.0,374.0,0.0
12609,573110,0.0,0.0,0.0
12610,573120,0.0,0.0,0.0
12611,573130,0.0,0.0,0.0
12612,573170,0.0,0.0,0.0
12613,573210,185.0,185.0,0.0
12614,573260,0.0,0.0,0.0
12615,573270,0.0,0.0,0.0
12616,573280,0.0,0.0,0.0
12617,573300,0.0,0.0,0.0
12618,573320,0.0,0.0,0.0
12619,573330,0.0,0.0,0.0
12620,573340,0.0,0.0,0.0
12621,573360,0.0,0.0,0.0
12622,573370,0.0,0.0,0.0
12623,573410,0.0,0.0,0.0
12624,573460,0.0,0.0,0.0
12625,573490,0.0,0.0,0.0
12626,573530,0.0,0.0,0.0
12627,573550,0.0,0.0,0.0
12628,573600,55.0,55.0,0.0
12629,573610,0.0,0.0,0.0
12630,573650,0.0,0.0,0.0
12631,573660,0.0,0.0,0.0
12632,573670,0.0,0.0,0.0
12633,573680,0.0,0.0,0.0
12634,573690,0.0,0.0,0.0
12635,573700,0.0,0.0,0.0
12636,573710,0.0,0.0,0.0
12637,573720,0.0,0.0,0.0
12638,573740,0.0,0.0,0.0
12639,573750,0.0,0.0,0.0
12640,573760,0.0,0.0,0.0
12641,573770,33.0,33.0,0.0
12642,573780,238.0,238.0,0.0
12643,573790,0.0,0.0,0.0
12644,573800,0.0,0.0,0.0
12645,574010,0.0,0.0,0.0
12646,574030,272.0,298.0,0.0
12647,574040,0.0,0.0,0.0
12648,574050,0.0,0.0,0.0
12649,574070,0.0,0.0,0.0
12650,574080,138.0,262.0,0.0
12651,574090,225.0,225.0,0.0
12652,574120,0.0,0.0,0.0
12653,574140,0.0,0.0,0.0
12654,574150,0.0,0.0,0.0
12655,574160,0.0,0.0,0.0
12656,574170,0.0,0.0,0.0
12657,574190,0.0,0.0,0.0
12658,574200,0.0,0.0,0.0
12659,574220,0.0,0.0,0.0
12660,574260,0.0,0.0,0.0
12661,574270,0.0,0.0,0.0
12662,574310,0.0,0.0,0.0
12663,574410,0.0,0.0,0.0
12664,574420,0.0,0.0,0.0
12665,574440,0.0,0.0,0.0
12666,574500,0.0,0.0,0.0
12667,574520,0.0,0.0,0.0
12668,574560,214.0,214.0,0.0
12669,574580,327.0,358.0,0.0
12670,574590,0.0,0.0,0.0
12671,574690,670.0,670.0,0.0
12672,574710,0.0,0.0,0.0
12673,574740,0.0,0.0,0.0
12674,574760,0.0,0.0,0.0
12675,574780,0.0,0.0,0.0
12676,574810,229.0,235.0,0.0
12677,574820,437.0,437.0,0.0
12678,574850,464.0,485.0,0.0
12679,574860,0.0,0.0,0.0
12680,574890,0.0,0.0,0.0
12681,574910,0.0,0.0,0.0
12682,574920,0.0,0.0,0.0
12683,574940,0.0,0.0,0.0
12684,574980,138.0,193.0,0.0
12685,575000,0.0,0.0,0.0
12686,575010,583.0,583.0,0.0
12687,575030,0.0,0.0,0.0
12688,575060,0.0,0.0,0.0
12689,575080,0.0,0.0,0.0
12690,575090,0.0,0.0,0.0
12691,575100,0.0,0.0,0.0
12692,575110,0.0,0.0,0.0
12693,575130,453.0,479.0,0.0
12694,575140,476.0,485.0,0.0
12695,575210,0.0,0.0,0.0
12696,575330,222.0,222.0,0.0
12697,575340,0.0,0.0,0.0
12698,575360,0.0,0.0,0.0
12699,575400,0.0,0.0,0.0
12700,575420,0.0,0.0,0.0
12701,575430,0.0,0.0,0.0
12702,575450,0.0,0.0,0.0
12703,575460,0.0,0.0,0.0
12704,575480,0.0,0.0,0.0
12705,575490,173.0,210.0,0.0
12706,575510,270.0,270.0,0.0
12707,575550,108.0,108.0,0.0
12708,575560,0.0,0.0,0.0
12709,575570,332.0,332.0,0.0
12710,575580,540.0,540.0,0.0
12711,575590,0.0,0.0,0.0
12712,575600,0.0,0.0,0.0
12713,575630,220.0,221.0,0.0
12714,575640,246.0,315.0,0.0
12715,575650,142.0,142.0,0.0
12716,575670,271.0,271.0,0.0
12717,575680,200.0,226.0,0.0
12718,575690,0.0,0.0,0.0
12719,575700,196.0,196.0,0.0
12720,575710,0.0,0.0,0.0
12721,575720,196.0,196.0,0.0
12722,575740,341.0,419.0,0.0
12723,575750,210.0,220.0,0.0
12724,575760,214.0,219.0,0.0
12725,575770,248.0,271.0,0.0
12726,575780,214.0,220.0,0.0
12727,575800,0.0,0.0,0.0
12728,575810,0.0,0.0,0.0
12729,575820,0.0,0.0,0.0
12730,575830,283.0,283.0,0.0
12731,575840,230.0,237.0,0.0
12732,575850,0.0,0.0,0.0
12733,575860,252.0,281.0,0.0
12734,575870,202.0,213.0,0.0
12735,575880,0.0,0.0,0.0
12736,575890,0.0,0.0,0.0
12737,575900,0.0,0.0,0.0
12738,575910,200.0,235.0,0.0
12739,575920,241.0,250.0,0.0
12740,575940,0.0,0.0,0.0
12741,575950,337.0,337.0,0.0
12742,575960,0.0,0.0,0.0
12743,575970,85.0,85.0,0.0
12744,575990,0.0,0.0,0.0
12745,576010,669.0,786.0,0.0
12746,576020,0.0,0.0,0.0
12747,576030,698.0,698.0,0.0
12748,576050,265.0,265.0,0.0
12749,576060,0.0,0.0,0.0
12750,576100,0.0,0.0,0.0
12751,576110,0.0,0.0,0.0
12752,576120,219.0,274.0,0.0
12753,576130,277.0,307.0,0.0
12754,576160,413.0,413.0,0.0
12755,576260,0.0,0.0,0.0
12756,576280,0.0,0.0,0.0
12757,576290,0.0,0.0,0.0
12758,576310,110.0,110.0,0.0
12759,576320,0.0,0.0,0.0
12760,576370,0.0,0.0,0.0
12761,576380,0.0,0.0,0.0
12762,576390,696.0,696.0,0.0
12763,576400,0.0,0.0,0.0
12764,576410,0.0,0.0,0.0
12765,576420,0.0,0.0,0.0
12766,576470,217.0,230.0,0.0
12767,576480,0.0,0.0,0.0
12768,576500,0.0,0.0,0.0
12769,576540,196.0,202.0,0.0
12770,576560,289.0,303.0,0.0
12771,576590,0.0,0.0,0.0
12772,576620,0.0,0.0,0.0
12773,576650,0.0,0.0,0.0
12774,576660,226.0,227.0,0.0
12775,576670,0.0,0.0,0.0
12776,576700,0.0,0.0,0.0
12777,576720,0.0,0.0,0.0
12778,576730,559.0,559.0,0.0
12779,576740,222.0,222.0,0.0
12780,576750,213.0,216.0,0.0
12781,576770,131.0,131.0,0.0
12782,576800,0.0,0.0,0.0
12783,576810,0.0,0.0,0.0
12784,576820,0.0,0.0,0.0
12785,576840,0.0,0.0,0.0
12786,576860,0.0,0.0,0.0
12787,576880,174.0,230.0,0.0
12788,576940,0.0,0.0,0.0
12789,576950,0.0,0.0,0.0
12790,576960,0.0,0.0,0.0
12791,576980,0.0,0.0,0.0
12792,577000,0.0,0.0,0.0
12793,577080,282.0,282.0,0.0
12794,577120,0.0,0.0,0.0
12795,577150,0.0,0.0,0.0
12796,577160,0.0,0.0,0.0
12797,577180,0.0,0.0,0.0
12798,577210,0.0,0.0,0.0
12799,577230,0.0,0.0,0.0
12800,577270,0.0,0.0,0.0
12801,577280,0.0,0.0,0.0
12802,577290,0.0,0.0,0.0
12803,577320,0.0,0.0,0.0
12804,577330,0.0,0.0,0.0
12805,577360,0.0,0.0,0.0
12806,577370,0.0,0.0,0.0
12807,577380,0.0,0.0,0.0
12808,577390,0.0,0.0,0.0
12809,577410,0.0,0.0,0.0
12810,577440,0.0,0.0,0.0
12811,577470,0.0,0.0,0.0
12812,577480,286.0,286.0,0.0
12813,577490,0.0,0.0,0.0
12814,577530,0.0,0.0,0.0
12815,577560,0.0,0.0,0.0
12816,577570,0.0,0.0,0.0
12817,577580,0.0,0.0,0.0
12818,577640,0.0,0.0,0.0
12819,577670,0.0,0.0,0.0
12820,577690,223.0,223.0,0.0
12821,577700,0.0,0.0,0.0
12822,577730,0.0,0.0,0.0
12823,577740,252.0,257.0,0.0
12824,577760,215.0,215.0,0.0
12825,577780,0.0,0.0,0.0
12826,577800,3499.0,4773.0,0.0
12827,577850,0.0,0.0,0.0
12828,577890,0.0,0.0,0.0
12829,577910,0.0,0.0,0.0
12830,577940,203.0,270.0,0.0
12831,577970,0.0,0.0,0.0
12832,577980,0.0,0.0,0.0
12833,577990,0.0,0.0,0.0
12834,578010,0.0,0.0,0.0
12835,578060,0.0,0.0,0.0
12836,578080,22938.0,12434.0,0.0
12837,578180,339.0,360.0,0.0
12838,578190,0.0,0.0,0.0
12839,578210,0.0,0.0,0.0
12840,578250,266.0,286.0,0.0
12841,578260,207.0,211.0,0.0
12842,578310,1433.0,77.0,0.0
12843,578320,0.0,0.0,0.0
12844,578330,1868.0,1868.0,0.0
12845,578350,112.0,112.0,0.0
12846,578360,0.0,0.0,0.0
12847,578390,0.0,0.0,0.0
12848,578420,0.0,0.0,0.0
12849,578430,0.0,0.0,0.0
12850,578440,0.0,0.0,0.0
12851,578470,0.0,0.0,0.0
12852,578590,0.0,0.0,0.0
12853,578610,0.0,0.0,0.0
12854,578620,394.0,563.0,0.0
12855,578660,0.0,0.0,0.0
12856,578670,0.0,0.0,0.0
12857,578690,0.0,0.0,0.0
12858,578720,0.0,0.0,0.0
12859,578740,0.0,0.0,0.0
12860,578800,0.0,0.0,0.0
12861,578830,0.0,0.0,0.0
12862,578850,17.0,17.0,0.0
12863,578870,0.0,0.0,0.0
12864,578880,0.0,0.0,0.0
12865,578890,0.0,0.0,0.0
12866,578900,0.0,0.0,0.0
12867,578920,0.0,0.0,0.0
12868,578930,0.0,0.0,0.0
12869,579020,0.0,0.0,0.0
12870,579030,0.0,0.0,0.0
12871,579040,0.0,0.0,0.0
12872,579050,0.0,0.0,0.0
12873,579080,0.0,0.0,0.0
12874,579110,5.0,5.0,0.0
12875,579130,0.0,0.0,0.0
12876,579150,245.0,245.0,0.0
12877,579160,0.0,0.0,0.0
12878,579180,2078.0,2078.0,0.0
12879,579210,0.0,0.0,0.0
12880,579230,301.0,314.0,0.0
12881,579330,0.0,0.0,0.0
12882,579490,0.0,0.0,0.0
12883,579580,0.0,0.0,0.0
12884,579720,0.0,0.0,0.0
12885,579760,294.0,294.0,0.0
12886,579780,0.0,0.0,0.0
12887,579820,0.0,0.0,0.0
12888,579840,0.0,0.0,0.0
12889,579870,0.0,0.0,0.0
12890,579940,0.0,0.0,0.0
12891,579950,402.0,402.0,0.0
12892,579980,0.0,0.0,0.0
12893,580010,0.0,0.0,0.0
12894,580040,341.0,341.0,0.0
12895,580060,0.0,0.0,0.0
12896,580170,465.0,465.0,0.0
12897,580200,0.0,0.0,0.0
12898,580300,20.0,20.0,0.0
12899,580320,0.0,0.0,0.0
12900,580410,0.0,0.0,0.0
12901,580420,325.0,417.0,0.0
12902,580480,0.0,0.0,0.0
12903,580510,0.0,0.0,0.0
12904,580520,0.0,0.0,0.0
12905,580540,0.0,0.0,0.0
12906,580560,0.0,0.0,0.0
12907,580570,0.0,0.0,0.0
12908,580590,0.0,0.0,0.0
12909,580630,0.0,0.0,0.0
12910,580680,0.0,0.0,0.0
12911,580710,0.0,0.0,0.0
12912,580720,0.0,0.0,0.0
12913,580820,0.0,0.0,0.0
12914,580870,0.0,0.0,0.0
12915,580880,0.0,0.0,0.0
12916,580890,0.0,0.0,0.0
12917,580910,301.0,301.0,0.0
12918,580930,0.0,0.0,0.0
12919,580940,0.0,0.0,0.0
12920,580950,0.0,0.0,0.0
12921,580970,319.0,325.0,0.0
12922,580990,284.0,293.0,0.0
12923,581000,294.0,303.0,0.0
12924,581010,279.0,280.0,0.0
12925,581030,209.0,260.0,0.0
12926,581060,0.0,0.0,0.0
12927,581100,275.0,278.0,0.0
12928,581120,0.0,0.0,0.0
12929,581130,0.0,0.0,0.0
12930,581200,269.0,314.0,0.0
12931,581210,0.0,0.0,0.0
12932,581220,0.0,0.0,0.0
12933,581230,282.0,282.0,0.0
12934,581270,0.0,0.0,0.0
12935,581300,0.8,0.8,0.1
12936,581310,0.0,0.0,0.0
12937,581320,1425.0,2092.0,0.0
12938,581340,0.0,0.0,0.0
12939,581360,1.0,1.0,0.0
12940,581370,0.0,0.0,0.0
12941,581380,312.0,312.0,0.0
12942,581430,234.0,263.0,0.0
12943,581460,0.0,0.0,0.0
12944,581520,294.0,294.0,0.0
12945,581590,0.0,0.0,0.0
12946,581600,257.0,271.0,0.0
12947,581630,577.0,939.0,0.0
12948,581640,216.0,234.0,0.0
12949,581650,0.0,0.0,0.0
12950,581670,229.0,241.0,0.0
12951,581700,201.0,204.0,0.0
12952,581710,255.0,255.0,0.0
12953,581720,332.0,375.0,0.0
12954,581730,0.0,0.0,0.0
12955,581740,0.0,0.0,0.0
12956,581800,207.0,215.0,0.0
12957,581810,0.0,0.0,0.0
12958,581820,232.0,249.0,0.0
12959,581840,0.0,0.0,0.0
12960,581890,0.0,0.0,0.0
12961,581910,0.0,0.0,0.0
12962,581920,0.0,0.0,0.0
12963,581970,132.0,132.0,0.0
12964,581980,264.0,274.0,0.0
12965,582010,6512.0,5372.0,0.0
12966,582030,0.0,0.0,0.0
12967,582050,0.0,0.0,0.0
12968,582160,2908.0,3143.0,0.0
12969,582200,0.0,0.0,0.0
12970,582210,0.0,0.0,0.0
12971,582220,0.0,0.0,0.0
12972,582260,0.0,0.0,0.0
12973,582270,198.0,215.0,0.0
12974,582280,253.0,264.0,0.0
12975,582290,0.0,0.0,0.0
12976,582330,0.0,0.0,0.0
12977,582350,0.0,0.0,0.0
12978,582360,0.0,0.0,0.0
12979,582370,0.0,0.0,0.0
12980,582390,0.0,0.0,0.0
12981,582430,269.0,287.0,0.0
12982,582440,0.0,0.0,0.0
12983,582500,115.0,123.0,0.0
12984,582530,0.0,0.0,0.0
12985,582550,133.0,44.0,0.0
12986,582560,0.0,0.0,0.0
12987,582580,247.0,259.0,0.0
12988,582610,0.0,0.0,0.0
12989,582620,220.0,220.0,0.0
12990,582660,15507.0,3322.0,0.0
12991,582830,0.0,0.0,0.0
12992,582840,0.0,0.0,0.0
12993,582890,191.0,191.0,0.0
12994,582920,0.0,0.0,0.0
12995,582960,0.0,0.0,0.0
12996,582980,0.0,0.0,0.0
12997,582990,18.0,18.0,0.0
12998,583000,0.0,0.0,0.0
12999,583010,0.0,0.0,0.0
13000,583030,0.0,0.0,0.0
13001,583040,0.0,0.0,0.0
13002,583060,0.0,0.0,0.0
13003,583090,0.0,0.0,0.0
13004,583150,0.0,0.0,0.0
13005,583190,0.0,0.0,0.0
13006,583240,304.0,304.0,0.0
13007,583270,0.0,0.0,0.0
13008,583470,73.0,73.0,0.0
13009,583490,591.0,591.0,0.0
13010,583500,0.0,0.0,0.0
13011,583530,0.0,0.0,0.0
13012,583570,0.0,0.0,0.0
13013,583590,0.0,0.0,0.0
13014,583660,399.0,410.0,0.0
13015,583740,0.0,0.0,0.0
13016,583750,0.0,0.0,0.0
13017,583760,792.0,1440.0,0.0
13018,583890,0.0,0.0,0.0
13019,583930,388.0,388.0,0.0
13020,583950,1797.0,1616.0,0.0
13021,584040,0.0,0.0,0.0
13022,584100,0.0,0.0,0.0
13023,584150,0.0,0.0,0.0
13024,584170,29.0,29.0,0.0
13025,584220,0.0,0.0,0.0
13026,584280,0.0,0.0,0.0
13027,584370,0.0,0.0,0.0
13028,584400,44.0,44.0,0.0
13029,584600,0.0,0.0,0.0
13030,584760,0.0,0.0,0.0
13031,584780,271.0,271.0,0.0
13032,584800,315.0,315.0,0.0
13033,584850,0.0,0.0,0.0
13034,584860,279.0,291.0,0.0
13035,584880,0.0,0.0,0.0
13036,584890,0.0,0.0,0.0
13037,584930,0.0,0.0,0.0
13038,584940,0.0,0.0,0.0
13039,584980,308.0,387.0,0.0
13040,584990,0.0,0.0,0.0
13041,585040,0.0,0.0,0.0
13042,585080,0.0,0.0,0.0
13043,585090,0.0,0.0,0.0
13044,585180,0.0,0.0,0.0
13045,585190,0.0,0.0,0.0
13046,585220,0.0,0.0,0.0
13047,585240,0.0,0.0,0.0
13048,585270,0.0,0.0,0.0
13049,585290,0.0,0.0,0.0
13050,585310,0.0,0.0,0.0
13051,585340,0.0,0.0,0.0
13052,585360,271.0,271.0,0.0
13053,585410,0.0,0.0,0.0
13054,585420,112.0,112.0,0.0
13055,585430,0.0,0.0,0.0
13056,585450,67.0,67.0,0.0
13057,585500,0.0,0.0,0.0
13058,585550,237.0,219.0,0.0
13059,585560,236.0,233.0,0.0
13060,585590,0.0,0.0,0.0
13061,585600,1889.0,1889.0,0.0
13062,585610,0.0,0.0,0.0
13063,585620,0.0,0.0,0.0
13064,585630,0.0,0.0,0.0
13065,585690,355.0,393.0,0.0
13066,585710,0.0,0.0,0.0
13067,585740,0.0,0.0,0.0
13068,585750,313.0,317.0,0.0
13069,585770,0.0,0.0,0.0
13070,585820,0.0,0.0,0.0
13071,585830,129.0,140.0,0.0
13072,585840,0.0,0.0,0.0
13073,585860,238.0,231.0,0.0
13074,585880,1.0,1.0,0.0
13075,585890,0.0,0.0,0.0
13076,585900,262.0,262.0,0.0
13077,585910,3.0,3.0,0.0
13078,585920,0.0,0.0,0.0
13079,585940,0.0,0.0,0.0
13080,585950,0.0,0.0,0.0
13081,585970,180.0,180.0,0.0
13082,585990,0.0,0.0,0.0
13083,586020,0.0,0.0,0.0
